Muscle_Group,Equipment,Exercise,Description,,,,,,,,,,,,,,muscle_group_id,muscle_group,,equipment_id,equipment,,,id,muscle_group_id,equipment_id,name,description
Abdominals,Dumbbells,Dumbbell Russian Twist,A seated rotational exercise using a dumbbell to target obliques.,,"('Abdominals', 'Dumbbells', 'Dumbbell Russian Twist', 'A seated rotational exercise using a dumbbell to target obliques.'),",,,,,,,,,,,,,,,,,,,78,1,4,Dumbbell Russian Twist,A seated rotational exercise using a dumbbell to target obliques.
Abdominals,Dumbbells,Dumbbell Side Bend,A standing lateral flexion exercise using dumbbell resistance to target obliques.,,"('Abdominals', 'Dumbbells', 'Dumbbell Side Bend', 'A standing lateral flexion exercise using dumbbell resistance to target obliques.'),",,,,,,,,,,,,,,,,,,,79,1,4,Dumbbell Side Bend,A standing lateral flexion exercise using dumbbell resistance to target obliques.
Abdominals,Dumbbells,Dumbbell Side Plank Up Down,Transitioning between forearm and hand side plank while holding a dumbbell.,,"('Abdominals', 'Dumbbells', 'Dumbbell Side Plank Up Down', 'Transitioning between forearm and hand side plank while holding a dumbbell.'),",,,,,,,,,,,,,,,,,,,80,1,4,Dumbbell Side Plank Up Down,Transitioning between forearm and hand side plank while holding a dumbbell.
Abdominals,Dumbbells,Dumbbell Situp,A situp performed while holding a dumbbell at chest for added resistance.,,"('Abdominals', 'Dumbbells', 'Dumbbell Situp', 'A situp performed while holding a dumbbell at chest for added resistance.'),",,,,,,,,,,,,,,,,,,,81,1,4,Dumbbell Situp,A situp performed while holding a dumbbell at chest for added resistance.
Abdominals,Dumbbells,Dumbbell Suitcase Crunch,A crunch variation holding dumbbells at shoulders through the movement.,,"('Abdominals', 'Dumbbells', 'Dumbbell Suitcase Crunch', 'A crunch variation holding dumbbells at shoulders through the movement.'),",,,,,,,,,,,,,,,,,,,82,1,4,Dumbbell Suitcase Crunch,A crunch variation holding dumbbells at shoulders through the movement.
Abdominals,Dumbbells,Dumbbell Wood Chopper,A diagonal dumbbell exercise mimicking a chopping motion to target rotational core strength.,,"('Abdominals', 'Dumbbells', 'Dumbbell Wood Chopper', 'A diagonal dumbbell exercise mimicking a chopping motion to target rotational core strength.'),",,,,,,,,,,,,,,,,,,,83,1,4,Dumbbell Wood Chopper,A diagonal dumbbell exercise mimicking a chopping motion to target rotational core strength.
Abdominals,Dumbbells,Plank Iytw,"A plank position exercise with arm movements in I, Y, T, and W patterns for shoulder and core development.",,"('Abdominals', 'Dumbbells', 'Plank Iytw', 'A plank position exercise with arm movements in I, Y, T, and W patterns for shoulder and core development.'),",,,,,,,,,,,,,,,,,,,84,1,4,Plank Iytw,"A plank position exercise with arm movements in I, Y, T, and W patterns for shoulder and core development."
Abdominals,Dumbbells,Pushup To Renegade Row,A combination exercise alternating between pushups and renegade rows.,,"('Abdominals', 'Dumbbells', 'Pushup To Renegade Row', 'A combination exercise alternating between pushups and renegade rows.'),",,,,,,,,,,,,,,,,,,,85,1,4,Pushup To Renegade Row,A combination exercise alternating between pushups and renegade rows.
Abdominals,Machine,Machine Roll Outs,An ab rollout exercise performed using a specialized machine for controlled movement.,,"('Abdominals', 'Machine', 'Machine Roll Outs', 'An ab rollout exercise performed using a specialized machine for controlled movement.'),",,,,,,,,,,,,,,,,,,,86,1,5,Machine Roll Outs,An ab rollout exercise performed using a specialized machine for controlled movement.
Abdominals,Machine,Rower Knee Tuck,Using a rowing machine to perform knee tucks toward chest to target abdominals.,,"('Abdominals', 'Machine', 'Rower Knee Tuck', 'Using a rowing machine to perform knee tucks toward chest to target abdominals.'),",,,,,,,,,,,,,,,,,,,87,1,5,Rower Knee Tuck,Using a rowing machine to perform knee tucks toward chest to target abdominals.
Abdominals,Machine,Rower Pike,Using a rowing machine to perform a pike movement lifting hips upward to target abdominals.,,"('Abdominals', 'Machine', 'Rower Pike', 'Using a rowing machine to perform a pike movement lifting hips upward to target abdominals.'),",,,,,,,,,,,,,,,,,,,88,1,5,Rower Pike,Using a rowing machine to perform a pike movement lifting hips upward to target abdominals.
Abdominals,Smith Machine,Smith Machine Hanging Knee Tuck,Hanging from a Smith machine bar and bringing knees toward chest.,,"('Abdominals', 'Smith Machine', 'Smith Machine Hanging Knee Tuck', 'Hanging from a Smith machine bar and bringing knees toward chest.'),",,,,,,,,,,,,,,,,,,,89,1,6,Smith Machine Hanging Knee Tuck,Hanging from a Smith machine bar and bringing knees toward chest.
Abdominals,Smith Machine,Smith Machine Oblique Crunch,A crunch with rotational component using Smith machine for support or resistance.,,"('Abdominals', 'Smith Machine', 'Smith Machine Oblique Crunch', 'A crunch with rotational component using Smith machine for support or resistance.'),",,,,,,,,,,,,,,,,,,,90,1,6,Smith Machine Oblique Crunch,A crunch with rotational component using Smith machine for support or resistance.
Abdominals,Smith Machine,Smith Machine Reverse Crunch Hip Raise,A reverse crunch lifting hips off ground using Smith machine for support or resistance.,,"('Abdominals', 'Smith Machine', 'Smith Machine Reverse Crunch Hip Raise', 'A reverse crunch lifting hips off ground using Smith machine for support or resistance.'),",,,,,,,,,,,,,,,,,,,91,1,6,Smith Machine Reverse Crunch Hip Raise,A reverse crunch lifting hips off ground using Smith machine for support or resistance.
Abdominals,Smith Machine,Smith Machine Side Bend,A lateral flexion exercise using a Smith machine bar for resistance.,,"('Abdominals', 'Smith Machine', 'Smith Machine Side Bend', 'A lateral flexion exercise using a Smith machine bar for resistance.'),",,,,,,,,,,,,,,,,,,,92,1,6,Smith Machine Side Bend,A lateral flexion exercise using a Smith machine bar for resistance.
Abdominals,Smith Machine,Smith Machine Side Plank Up Down,Transitioning between forearm and hand side plank using Smith machine for support.,,"('Abdominals', 'Smith Machine', 'Smith Machine Side Plank Up Down', 'Transitioning between forearm and hand side plank using Smith machine for support.'),",,,,,,,,,,,,,,,,,,,93,1,6,Smith Machine Side Plank Up Down,Transitioning between forearm and hand side plank using Smith machine for support.
Abdominals,Smith Machine,Smith Machine Situp,A situp exercise using Smith machine for support or added resistance.,,"('Abdominals', 'Smith Machine', 'Smith Machine Situp', 'A situp exercise using Smith machine for support or added resistance.'),",,,,,,,,,,,,,,,,,,,94,1,6,Smith Machine Situp,A situp exercise using Smith machine for support or added resistance.
Biceps,Barbell,Barbell Curl,A standing exercise curling a barbell from extended arms position to shoulders.,,"('Biceps', 'Barbell', 'Barbell Curl', 'A standing exercise curling a barbell from extended arms position to shoulders.'),",,,,,,,,,,,,,,,,,,,95,2,1,Barbell Curl,A standing exercise curling a barbell from extended arms position to shoulders.
Biceps,Barbell,Barbell Drag Curl,A curl variation keeping elbows back and bar close to body throughout movement.,,"('Biceps', 'Barbell', 'Barbell Drag Curl', 'A curl variation keeping elbows back and bar close to body throughout movement.'),",,,,,,,,,,,,,,,,,,,96,2,1,Barbell Drag Curl,A curl variation keeping elbows back and bar close to body throughout movement.
Biceps,Barbell,Barbell Reverse Curl,A curl using pronated (overhand) grip to target brachialis and forearms.,,"('Biceps', 'Barbell', 'Barbell Reverse Curl', 'A curl using pronated (overhand) grip to target brachialis and forearms.'),",,,,,,,,,,,,,,,,,,,97,2,1,Barbell Reverse Curl,A curl using pronated (overhand) grip to target brachialis and forearms.
Biceps,Barbell,Ez Bar Preacher Curl,A supported curl using angled bar on preacher bench to isolate biceps.,,"('Biceps', 'Barbell', 'Ez Bar Preacher Curl', 'A supported curl using angled bar on preacher bench to isolate biceps.'),",,,,,,,,,,,,,,,,,,,98,2,1,Ez Bar Preacher Curl,A supported curl using angled bar on preacher bench to isolate biceps.
Biceps,Barbell,Ez Bar Reverse Preacher Curl,A preacher curl using pronated grip to target brachialis and forearms.,,"('Biceps', 'Barbell', 'Ez Bar Reverse Preacher Curl', 'A preacher curl using pronated grip to target brachialis and forearms.'),",,,,,,,,,,,,,,,,,,,99,2,1,Ez Bar Reverse Preacher Curl,A preacher curl using pronated grip to target brachialis and forearms.
Biceps,Barbell,Landmine Bicep Curl,A curl exercise using the end of a landmine apparatus for variable resistance.,,"('Biceps', 'Barbell', 'Landmine Bicep Curl', 'A curl exercise using the end of a landmine apparatus for variable resistance.'),",,,,,,,,,,,,,,,,,,,100,2,1,Landmine Bicep Curl,A curl exercise using the end of a landmine apparatus for variable resistance.
Biceps,Barbell,Landmine Concentration Curl,A single-arm curl using landmine apparatus for isolated bicep development.,,"('Biceps', 'Barbell', 'Landmine Concentration Curl', 'A single-arm curl using landmine apparatus for isolated bicep development.'),",,,,,,,,,,,,,,,,,,,101,2,1,Landmine Concentration Curl,A single-arm curl using landmine apparatus for isolated bicep development.
Biceps,Bodyweight,Bodyweight Assisted Chin Up,A chin-up with partial body weight supported to build pulling strength.,,"('Biceps', 'Bodyweight', 'Bodyweight Assisted Chin Up', 'A chin-up with partial body weight supported to build pulling strength.'),",,,,,,,,,,,,,,,,,,,102,2,2,Bodyweight Assisted Chin Up,A chin-up with partial body weight supported to build pulling strength.
Biceps,Bodyweight,Bodyweight Assisted Gironda Chin Up,A sternum pull-up variation with support to build upper back and biceps.,,"('Biceps', 'Bodyweight', 'Bodyweight Assisted Gironda Chin Up', 'A sternum pull-up variation with support to build upper back and biceps.'),",,,,,,,,,,,,,,,,,,,103,2,2,Bodyweight Assisted Gironda Chin Up,A sternum pull-up variation with support to build upper back and biceps.
Biceps,Bodyweight,Bodyweight Assisted Mixed Grip Pullup,A pull-up using both overhand and underhand grips with assistance.,,"('Biceps', 'Bodyweight', 'Bodyweight Assisted Mixed Grip Pullup', 'A pull-up using both overhand and underhand grips with assistance.'),",,,,,,,,,,,,,,,,,,,104,2,2,Bodyweight Assisted Mixed Grip Pullup,A pull-up using both overhand and underhand grips with assistance.
Biceps,Bodyweight,Bodyweight Assisted Pull Up,A pull-up with partial body weight supported to build pulling strength.,,"('Biceps', 'Bodyweight', 'Bodyweight Assisted Pull Up', 'A pull-up with partial body weight supported to build pulling strength.'),",,,,,,,,,,,,,,,,,,,105,2,2,Bodyweight Assisted Pull Up,A pull-up with partial body weight supported to build pulling strength.
Biceps,Bodyweight,Bodyweight Close Grip Inverted Curl,A supine row with hands close together to emphasize biceps.,,"('Biceps', 'Bodyweight', 'Bodyweight Close Grip Inverted Curl', 'A supine row with hands close together to emphasize biceps.'),",,,,,,,,,,,,,,,,,,,106,2,2,Bodyweight Close Grip Inverted Curl,A supine row with hands close together to emphasize biceps.
Biceps,Bodyweight,Bodyweight Concentration Curl,An isometric bicep exercise using one arm to create resistance for the other.,,"('Biceps', 'Bodyweight', 'Bodyweight Concentration Curl', 'An isometric bicep exercise using one arm to create resistance for the other.'),",,,,,,,,,,,,,,,,,,,107,2,2,Bodyweight Concentration Curl,An isometric bicep exercise using one arm to create resistance for the other.
Biceps,Bodyweight,Bodyweight Inverted Curl,A supine row using underhand grip to target biceps.,,"('Biceps', 'Bodyweight', 'Bodyweight Inverted Curl', 'A supine row using underhand grip to target biceps.'),",,,,,,,,,,,,,,,,,,,108,2,2,Bodyweight Inverted Curl,A supine row using underhand grip to target biceps.
Biceps,Bodyweight,Bodyweight Underhand Inverted Row,A horizontal pulling exercise using underhand grip to target biceps.,,"('Biceps', 'Bodyweight', 'Bodyweight Underhand Inverted Row', 'A horizontal pulling exercise using underhand grip to target biceps.'),",,,,,,,,,,,,,,,,,,,109,2,2,Bodyweight Underhand Inverted Row,A horizontal pulling exercise using underhand grip to target biceps.
Biceps,Bodyweight,Chin Ups,Pulling body upward on bar using underhand grip to target biceps and back.,,"('Biceps', 'Bodyweight', 'Chin Ups', 'Pulling body upward on bar using underhand grip to target biceps and back.'),",,,,,,,,,,,,,,,,,,,110,2,2,Chin Ups,Pulling body upward on bar using underhand grip to target biceps and back.
Biceps,Bodyweight,Ring Curl,A bicep curl performed using gymnastic rings for instability challenge.,,"('Biceps', 'Bodyweight', 'Ring Curl', 'A bicep curl performed using gymnastic rings for instability challenge.'),",,,,,,,,,,,,,,,,,,,111,2,2,Ring Curl,A bicep curl performed using gymnastic rings for instability challenge.
Biceps,Bodyweight,Ring Row,A horizontal pulling exercise using gymnastic rings for back and biceps.,,"('Biceps', 'Bodyweight', 'Ring Row', 'A horizontal pulling exercise using gymnastic rings for back and biceps.'),",,,,,,,,,,,,,,,,,,,112,2,2,Ring Row,A horizontal pulling exercise using gymnastic rings for back and biceps.
Biceps,Cables,Cable Bar Curl,A standing curl using straight bar attachment on cable machine.,,"('Biceps', 'Cables', 'Cable Bar Curl', 'A standing curl using straight bar attachment on cable machine.'),",,,,,,,,,,,,,,,,,,,113,2,3,Cable Bar Curl,A standing curl using straight bar attachment on cable machine.
